"COUNTRY","Country","ISC11A","ISCED-A 2011","SEX","Gender","AGE","Age","EDU_LFS_STATUS","Education and labour force status","INDICATOR","Indicator","MEASURE","Measure","YEAR","Reference year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,38.258814,,
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,25.52512,,
"OAVG","OECD - Average","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,24.570168,,
"OAVG","OECD - Average","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED","In education","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,26.929829,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,11.820185,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.642366,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,11.859382,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,13.822801,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,15.229983,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.78063,,
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.663076,,
"OAVG","OECD - Average","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.413851,,
"OAVG","OECD - Average","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E","Employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,13.417729,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_WS","Work-study programme","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","SE","SE","9999","Latest available year",,,"0","Units",,,,"m","Missing data"
"OAVG","OECD - Average","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,9.5593562,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,10.941904,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,8.9899941,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.980847,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,14.470032,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,11.830218,,
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.415859,,
"OAVG","OECD - Average","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.1725,,
"OAVG","OECD - Average","L5T8","Tertiary education","M","Men","Y15T29","15-29 years","ED_E_OTH","Other employed","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,13.152015,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,58.756443,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,60.966922,,
"OAVG","OECD - Average","L0T2","Below upper secondary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,56.872868,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,27.507036,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,29.719524,,
"OAVG","OECD - Average","L3T4","Upper secondary and post-secondary non-tertiary education","M","Men","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,25.623125,,
"OAVG","OECD - Average","L5T8","Tertiary education","T","Total","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.862044,,
"OAVG","OECD - Average","L5T8","Tertiary education","F","Women","Y15T29","15-29 years","ED_U_I","Unemployed or Inactive","TRANS_SHARE_EDULABOUR","Share of population by education and labour force status","VALUE","Value","9999","Latest available year",,,"0","Units",,,12.30561,,
